date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:04:34	2923/2923	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Sep%202018%2009:32:47%20GMT	https://hub.spigotmc.org/javadocs/bukkit/index.html?overview-summary.html	D:/jdocs/javadocs/hub.spigotmc.org/javadocs/bukkit/indexe0d5.html	(from )
19:04:34	138/138	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2001%20Sep%202018%2016:04:36%20GMT	https://hub.spigotmc.org/robots.txt		(from )
19:04:34	16705/16705	---MCZ	200	added ('OK')	text/css	etag:W/%225b8a5cbf-552a%22	https://hub.spigotmc.org/javadocs/bukkit/stylesheet.css	D:/jdocs/javadocs/hub.spigotmc.org/javadocs/bukkit/stylesheet.css	(from https://hub.spigotmc.org/javadocs/bukkit/index.html?overview-summary.html)
19:04:34	21490/21490	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Sep%202018%2009:32:47%20GMT	https://hub.spigotmc.org/javadocs/bukkit/overview-summary.html	D:/jdocs/javadocs/hub.spigotmc.org/javadocs/bukkit/overview-summary.html	(from https://hub.spigotmc.org/javadocs/bukkit/index.html?overview-summary.html)
19:04:35	6671/6671	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Sep%202018%2009:32:47%20GMT	https://hub.spigotmc.org/javadocs/bukkit/overview-frame.html	D:/jdocs/javadocs/hub.spigotmc.org/javadocs/bukkit/overview-frame.html	(from https://hub.spigotmc.org/javadocs/bukkit/index.html?overview-summary.html)
19:04:35	134060/134060	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Sep%202018%2009:32:47%20GMT	https://hub.spigotmc.org/javadocs/bukkit/allclasses-frame.html	D:/jdocs/javadocs/hub.spigotmc.org/javadocs/bukkit/allclasses-frame.html	(from https://hub.spigotmc.org/javadocs/bukkit/index.html?overview-summary.html)
19:04:35	162/162	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2001%20Sep%202018%2016:04:37%20GMT	https://hub.spigotmc.org/javadocs/bukkit/resources/fonts/dejavu.css	D:/jdocs/javadocs/hub.spigotmc.org/javadocs/bukkit/resources/fonts/dejavu.css	(from https://hub.spigotmc.org/javadocs/bukkit/stylesheet.css)
19:04:35	366/366	---M--	200	added ('OK')	image/png	etag:%225b8a5cbf-1f3%22	https://hub.spigotmc.org/javadocs/bukkit/resources/glass.png	D:/jdocs/javadocs/hub.spigotmc.org/javadocs/bukkit/resources/glass.png	(from https://hub.spigotmc.org/javadocs/bukkit/stylesheet.css)
19:04:36	244/244	---M--	200	added ('OK')	image/png	etag:%225b8a5cbf-18a%22	https://hub.spigotmc.org/javadocs/bukkit/resources/x.png	D:/jdocs/javadocs/hub.spigotmc.org/javadocs/bukkit/resources/x.png	(from https://hub.spigotmc.org/javadocs/bukkit/stylesheet.css)
19:04:36	16657/16657	---MCZ	200	added ('OK')	text/css	etag:W/%225b8a5cbf-4c07%22	https://hub.spigotmc.org/javadocs/bukkit/jquery/jquery-ui.css	D:/jdocs/javadocs/hub.spigotmc.org/javadocs/bukkit/jquery/jquery-ui.css	(from https://hub.spigotmc.org/javadocs/bukkit/overview-summary.html)
19:04:36	4287/4287	---MCZ	200	added ('OK')	application/javascript	etag:W/%225b8a5cbf-186d%22	https://hub.spigotmc.org/javadocs/bukkit/script.js	D:/jdocs/javadocs/hub.spigotmc.org/javadocs/bukkit/script.js	(from https://hub.spigotmc.org/javadocs/bukkit/overview-summary.html)
19:04:36	76986/76986	---MCZ	200	added ('OK')	application/javascript	etag:W/%225b8a5cbf-12cba%22	https://hub.spigotmc.org/javadocs/bukkit/jquery/jszip/dist/jszip.min.js	D:/jdocs/javadocs/hub.spigotmc.org/javadocs/bukkit/jquery/jszip/dist/jszip.min.js	(from https://hub.spigotmc.org/javadocs/bukkit/overview-summary.html)
19:04:36	1777/1777	---MCZ	200	added ('OK')	application/javascript	etag:W/%225b8a5cbf-6f1%22	https://hub.spigotmc.org/javadocs/bukkit/jquery/jszip-utils/dist/jszip-utils.min.js	D:/jdocs/javadocs/hub.spigotmc.org/javadocs/bukkit/jquery/jszip-utils/dist/jszip-utils.min.js	(from https://hub.spigotmc.org/javadocs/bukkit/overview-summary.html)
19:04:37	146358/146358	---MCZ	200	added ('OK')	application/javascript	etag:W/%225b8a5cbf-42b2f%22	https://hub.spigotmc.org/javadocs/bukkit/jquery/jquery-1.10.2.js	D:/jdocs/javadocs/hub.spigotmc.org/javadocs/bukkit/jquery/jquery-1.10.2.js	(from https://hub.spigotmc.org/javadocs/bukkit/overview-summary.html)
19:04:37	47789/47789	---MCZ	200	added ('OK')	application/javascript	etag:W/%225b8a5cbf-119c4%22	https://hub.spigotmc.org/javadocs/bukkit/jquery/jquery-ui.js	D:/jdocs/javadocs/hub.spigotmc.org/javadocs/bukkit/jquery/jquery-ui.js	(from https://hub.spigotmc.org/javadocs/bukkit/overview-summary.html)
19:04:37	2923/2923	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Sep%202018%2009:32:47%20GMT	https://hub.spigotmc.org/javadocs/bukkit/	D:/jdocs/javadocs/hub.spigotmc.org/javadocs/bukkit/index.html	(from https://hub.spigotmc.org/javadocs/bukkit/overview-summary.html)
19:04:37	439157/439157	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Sep%202018%2009:32:47%20GMT	https://hub.spigotmc.org/javadocs/bukkit/overview-tree.html	D:/jdocs/javadocs/hub.spigotmc.org/javadocs/bukkit/overview-tree.html	(from https://hub.spigotmc.org/javadocs/bukkit/overview-summary.html)
19:04:38	217196/217196	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Sep%202018%2009:32:47%20GMT	https://hub.spigotmc.org/javadocs/bukkit/deprecated-list.html	D:/jdocs/javadocs/hub.spigotmc.org/javadocs/bukkit/deprecated-list.html	(from https://hub.spigotmc.org/javadocs/bukkit/overview-summary.html)
19:04:38	9774/9774	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Sep%202018%2009:32:47%20GMT	https://hub.spigotmc.org/javadocs/bukkit/help-doc.html	D:/jdocs/javadocs/hub.spigotmc.org/javadocs/bukkit/help-doc.html	(from https://hub.spigotmc.org/javadocs/bukkit/overview-summary.html)
19:04:38	116600/116600	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Sep%202018%2009:32:47%20GMT	https://hub.spigotmc.org/javadocs/bukkit/allclasses-noframe.html	D:/jdocs/javadocs/hub.spigotmc.org/javadocs/bukkit/allclasses-noframe.html	(from https://hub.spigotmc.org/javadocs/bukkit/overview-summary.html)
19:04:39	13233/13233	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Sep%202018%2009:32:47%20GMT	https://hub.spigotmc.org/javadocs/bukkit/org/bukkit/plugin/package-summary.html	D:/jdocs/javadocs/hub.spigotmc.org/javadocs/bukkit/org/bukkit/plugin/package-summary.html	(from https://hub.spigotmc.org/javadocs/bukkit/overview-summary.html)
19:04:39	9023/9023	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Sep%202018%2009:32:47%20GMT	https://hub.spigotmc.org/javadocs/bukkit/org/bukkit/event/package-summary.html	D:/jdocs/javadocs/hub.spigotmc.org/javadocs/bukkit/org/bukkit/event/package-summary.html	(from https://hub.spigotmc.org/javadocs/bukkit/overview-summary.html)
19:04:39	22185/22185	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Sep%202018%2009:32:47%20GMT	https://hub.spigotmc.org/javadocs/bukkit/org/bukkit/package-summary.html	D:/jdocs/javadocs/hub.spigotmc.org/javadocs/bukkit/org/bukkit/package-summary.html	(from https://hub.spigotmc.org/javadocs/bukkit/overview-summary.html)
19:04:39	6182/6182	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Sep%202018%2009:32:47%20GMT	https://hub.spigotmc.org/javadocs/bukkit/org/bukkit/advancement/package-summary.html	D:/jdocs/javadocs/hub.spigotmc.org/javadocs/bukkit/org/bukkit/advancement/package-summary.html	(from https://hub.spigotmc.org/javadocs/bukkit/overview-summary.html)
19:04:39	3388599/3388599	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Sep%202018%2009:32:47%20GMT	https://hub.spigotmc.org/javadocs/bukkit/index-all.html	D:/jdocs/javadocs/hub.spigotmc.org/javadocs/bukkit/index-all.html	(from https://hub.spigotmc.org/javadocs/bukkit/overview-summary.html)
19:04:40	7855/7855	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Sep%202018%2009:32:47%20GMT	https://hub.spigotmc.org/javadocs/bukkit/org/bukkit/attribute/package-summary.html	D:/jdocs/javadocs/hub.spigotmc.org/javadocs/bukkit/org/bukkit/attribute/package-summary.html	(from https://hub.spigotmc.org/javadocs/bukkit/overview-summary.html)
19:04:40	15192/15192	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Sep%202018%2009:32:47%20GMT	https://hub.spigotmc.org/javadocs/bukkit/org/bukkit/block/package-summary.html	D:/jdocs/javadocs/hub.spigotmc.org/javadocs/bukkit/org/bukkit/block/package-summary.html	(from https://hub.spigotmc.org/javadocs/bukkit/overview-summary.html)
19:04:40	195134/195134	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Sep%202018%2009:32:47%20GMT	https://hub.spigotmc.org/javadocs/bukkit/org/bukkit/World.html	D:/jdocs/javadocs/hub.spigotmc.org/javadocs/bukkit/org/bukkit/World.html	(from https://hub.spigotmc.org/javadocs/bukkit/overview-summary.html)
19:04:40	6414/6414	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Sep%202018%2009:32:47%20GMT	https://hub.spigotmc.org/javadocs/bukkit/org/bukkit/block/banner/package-summary.html	D:/jdocs/javadocs/hub.spigotmc.org/javadocs/bukkit/org/bukkit/block/banner/package-summary.html	(from https://hub.spigotmc.org/javadocs/bukkit/overview-summary.html)
19:04:40	11631/11631	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Sep%202018%2009:32:47%20GMT	https://hub.spigotmc.org/javadocs/bukkit/org/bukkit/block/data/package-summary.html	D:/jdocs/javadocs/hub.spigotmc.org/javadocs/bukkit/org/bukkit/block/data/package-summary.html	(from https://hub.spigotmc.org/javadocs/bukkit/overview-summary.html)
19:04:41	23530/23530	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Sep%202018%2009:32:47%20GMT	https://hub.spigotmc.org/javadocs/bukkit/org/bukkit/block/data/type/package-summary.html	D:/jdocs/javadocs/hub.spigotmc.org/javadocs/bukkit/org/bukkit/block/data/type/package-summary.html	(from https://hub.spigotmc.org/javadocs/bukkit/overview-summary.html)
19:04:41	6875/6875	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Sep%202018%2009:32:47%20GMT	https://hub.spigotmc.org/javadocs/bukkit/org/bukkit/block/structure/package-summary.html	D:/jdocs/javadocs/hub.spigotmc.org/javadocs/bukkit/org/bukkit/block/structure/package-summary.html	(from https://hub.spigotmc.org/javadocs/bukkit/overview-summary.html)
19:04:41	6670/6670	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Sep%202018%2009:32:47%20GMT	https://hub.spigotmc.org/javadocs/bukkit/org/bukkit/boss/package-summary.html	D:/jdocs/javadocs/hub.spigotmc.org/javadocs/bukkit/org/bukkit/boss/package-summary.html	(from https://hub.spigotmc.org/javadocs/bukkit/overview-summary.html)
19:04:41	11084/11084	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Sep%202018%2009:32:47%20GMT	https://hub.spigotmc.org/javadocs/bukkit/org/bukkit/command/package-summary.html	D:/jdocs/javadocs/hub.spigotmc.org/javadocs/bukkit/org/bukkit/command/package-summary.html	(from https://hub.spigotmc.org/javadocs/bukkit/overview-summary.html)
19:04:42	7238/7238	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Sep%202018%2009:32:47%20GMT	https://hub.spigotmc.org/javadocs/bukkit/org/bukkit/command/defaults/package-summary.html	D:/jdocs/javadocs/hub.spigotmc.org/javadocs/bukkit/org/bukkit/command/defaults/package-summary.html	(from https://hub.spigotmc.org/javadocs/bukkit/overview-summary.html)
19:04:42	9500/9500	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Sep%202018%2009:32:47%20GMT	https://hub.spigotmc.org/javadocs/bukkit/org/bukkit/configuration/package-summary.html	D:/jdocs/javadocs/hub.spigotmc.org/javadocs/bukkit/org/bukkit/configuration/package-summary.html	(from https://hub.spigotmc.org/javadocs/bukkit/overview-summary.html)
19:04:42	8396/8396	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Sep%202018%2009:32:47%20GMT	https://hub.spigotmc.org/javadocs/bukkit/org/bukkit/configuration/file/package-summary.html	D:/jdocs/javadocs/hub.spigotmc.org/javadocs/bukkit/org/bukkit/configuration/file/package-summary.html	(from https://hub.spigotmc.org/javadocs/bukkit/overview-summary.html)
19:04:42	26187/26187	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Sep%202018%2009:32:47%20GMT	https://hub.spigotmc.org/javadocs/bukkit/org/bukkit/configuration/Configuration.html	D:/jdocs/javadocs/hub.spigotmc.org/javadocs/bukkit/org/bukkit/configuration/Configuration.html	(from https://hub.spigotmc.org/javadocs/bukkit/overview-summary.html)
19:04:43	8905/8905	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Sep%202018%2009:32:47%20GMT	https://hub.spigotmc.org/javadocs/bukkit/org/bukkit/configuration/serialization/package-summary.html	D:/jdocs/javadocs/hub.spigotmc.org/javadocs/bukkit/org/bukkit/configuration/serialization/package-summary.html	(from https://hub.spigotmc.org/javadocs/bukkit/overview-summary.html)
19:04:43	15602/15602	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Sep%202018%2009:32:47%20GMT	https://hub.spigotmc.org/javadocs/bukkit/org/bukkit/conversations/package-summary.html	D:/jdocs/javadocs/hub.spigotmc.org/javadocs/bukkit/org/bukkit/conversations/package-summary.html	(from https://hub.spigotmc.org/javadocs/bukkit/overview-summary.html)
19:04:43	7762/7762	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Sep%202018%2009:32:47%20GMT	https://hub.spigotmc.org/javadocs/bukkit/org/bukkit/enchantments/package-summary.html	D:/jdocs/javadocs/hub.spigotmc.org/javadocs/bukkit/org/bukkit/enchantments/package-summary.html	(from https://hub.spigotmc.org/javadocs/bukkit/overview-summary.html)
19:04:43	47273/47273	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Sep%202018%2009:32:47%20GMT	https://hub.spigotmc.org/javadocs/bukkit/org/bukkit/inventory/ItemStack.html	D:/jdocs/javadocs/hub.spigotmc.org/javadocs/bukkit/org/bukkit/inventory/ItemStack.html	(from https://hub.spigotmc.org/javadocs/bukkit/overview-summary.html)
19:04:43	32756/32756	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Sep%202018%2009:32:47%20GMT	https://hub.spigotmc.org/javadocs/bukkit/org/bukkit/inventory/meta/ItemMeta.html	D:/jdocs/javadocs/hub.spigotmc.org/javadocs/bukkit/org/bukkit/inventory/meta/ItemMeta.html	(from https://hub.spigotmc.org/javadocs/bukkit/overview-summary.html)
19:04:44	42872/42872	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Sep%202018%2009:32:47%20GMT	https://hub.spigotmc.org/javadocs/bukkit/org/bukkit/entity/package-summary.html	D:/jdocs/javadocs/hub.spigotmc.org/javadocs/bukkit/org/bukkit/entity/package-summary.html	(from https://hub.spigotmc.org/javadocs/bukkit/overview-summary.html)
19:04:44	8200/8200	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Sep%202018%2009:32:47%20GMT	https://hub.spigotmc.org/javadocs/bukkit/org/bukkit/entity/minecart/package-summary.html	D:/jdocs/javadocs/hub.spigotmc.org/javadocs/bukkit/org/bukkit/entity/minecart/package-summary.html	(from https://hub.spigotmc.org/javadocs/bukkit/overview-summary.html)
19:04:44	34240/34240	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Sep%202018%2009:32:47%20GMT	https://hub.spigotmc.org/javadocs/bukkit/org/bukkit/entity/Minecart.html	D:/jdocs/javadocs/hub.spigotmc.org/javadocs/bukkit/org/bukkit/entity/Minecart.html	(from https://hub.spigotmc.org/javadocs/bukkit/overview-summary.html)
19:04:44	15626/15626	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Sep%202018%2009:32:47%20GMT	https://hub.spigotmc.org/javadocs/bukkit/org/bukkit/event/block/package-summary.html	D:/jdocs/javadocs/hub.spigotmc.org/javadocs/bukkit/org/bukkit/event/block/package-summary.html	(from https://hub.spigotmc.org/javadocs/bukkit/overview-summary.html)
19:04:45	17243/17243	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Sep%202018%2009:32:47%20GMT	https://hub.spigotmc.org/javadocs/bukkit/org/bukkit/event/Event.html	D:/jdocs/javadocs/hub.spigotmc.org/javadocs/bukkit/org/bukkit/event/Event.html	(from https://hub.spigotmc.org/javadocs/bukkit/overview-summary.html)
19:04:45	46453/46453	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Sep%202018%2009:32:47%20GMT	https://hub.spigotmc.org/javadocs/bukkit/org/bukkit/block/Block.html	D:/jdocs/javadocs/hub.spigotmc.org/javadocs/bukkit/org/bukkit/block/Block.html	(from https://hub.spigotmc.org/javadocs/bukkit/overview-summary.html)
19:04:45	6738/6738	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Sep%202018%2009:32:47%20GMT	https://hub.spigotmc.org/javadocs/bukkit/org/bukkit/event/enchantment/package-summary.html	D:/jdocs/javadocs/hub.spigotmc.org/javadocs/bukkit/org/bukkit/event/enchantment/package-summary.html	(from https://hub.spigotmc.org/javadocs/bukkit/overview-summary.html)
19:04:45	15903/15903	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Sep%202018%2009:32:47%20GMT	https://hub.spigotmc.org/javadocs/bukkit/org/bukkit/inventory/EnchantingInventory.html	D:/jdocs/javadocs/hub.spigotmc.org/javadocs/bukkit/org/bukkit/inventory/EnchantingInventory.html	(from https://hub.spigotmc.org/javadocs/bukkit/overview-summary.html)
19:04:45	26852/26852	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Sep%202018%2009:32:47%20GMT	https://hub.spigotmc.org/javadocs/bukkit/org/bukkit/event/entity/package-summary.html	D:/jdocs/javadocs/hub.spigotmc.org/javadocs/bukkit/org/bukkit/event/entity/package-summary.html	(from https://hub.spigotmc.org/javadocs/bukkit/overview-summary.html)
19:04:46	82224/82224	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Sep%202018%2009:32:47%20GMT	https://hub.spigotmc.org/javadocs/bukkit/org/bukkit/entity/Entity.html	D:/jdocs/javadocs/hub.spigotmc.org/javadocs/bukkit/org/bukkit/entity/Entity.html	(from https://hub.spigotmc.org/javadocs/bukkit/overview-summary.html)
19:04:46	7857/7857	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Sep%202018%2009:32:47%20GMT	https://hub.spigotmc.org/javadocs/bukkit/org/bukkit/event/hanging/package-summary.html	D:/jdocs/javadocs/hub.spigotmc.org/javadocs/bukkit/org/bukkit/event/hanging/package-summary.html	(from https://hub.spigotmc.org/javadocs/bukkit/overview-summary.html)
19:04:46	21593/21593	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Sep%202018%2009:32:47%20GMT	https://hub.spigotmc.org/javadocs/bukkit/org/bukkit/entity/Hanging.html	D:/jdocs/javadocs/hub.spigotmc.org/javadocs/bukkit/org/bukkit/entity/Hanging.html	(from https://hub.spigotmc.org/javadocs/bukkit/overview-summary.html)
19:04:46	13388/13388	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Sep%202018%2009:32:47%20GMT	https://hub.spigotmc.org/javadocs/bukkit/org/bukkit/event/inventory/package-summary.html	D:/jdocs/javadocs/hub.spigotmc.org/javadocs/bukkit/org/bukkit/event/inventory/package-summary.html	(from https://hub.spigotmc.org/javadocs/bukkit/overview-summary.html)
19:04:47	49908/49908	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Sep%202018%2009:32:47%20GMT	https://hub.spigotmc.org/javadocs/bukkit/org/bukkit/inventory/Inventory.html	D:/jdocs/javadocs/hub.spigotmc.org/javadocs/bukkit/org/bukkit/inventory/Inventory.html	(from https://hub.spigotmc.org/javadocs/bukkit/overview-summary.html)
19:04:47	27436/27436	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Sep%202018%2009:32:47%20GMT	https://hub.spigotmc.org/javadocs/bukkit/org/bukkit/event/player/package-summary.html	D:/jdocs/javadocs/hub.spigotmc.org/javadocs/bukkit/org/bukkit/event/player/package-summary.html	(from https://hub.spigotmc.org/javadocs/bukkit/overview-summary.html)
19:04:47	202426/202426	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Sep%202018%2009:32:47%20GMT	https://hub.spigotmc.org/javadocs/bukkit/org/bukkit/entity/Player.html	D:/jdocs/javadocs/hub.spigotmc.org/javadocs/bukkit/org/bukkit/entity/Player.html	(from https://hub.spigotmc.org/javadocs/bukkit/overview-summary.html)
19:04:47	10059/10059	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Sep%202018%2009:32:47%20GMT	https://hub.spigotmc.org/javadocs/bukkit/org/bukkit/event/server/package-summary.html	D:/jdocs/javadocs/hub.spigotmc.org/javadocs/bukkit/org/bukkit/event/server/package-summary.html	(from https://hub.spigotmc.org/javadocs/bukkit/overview-summary.html)
19:04:47	9281/9281	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Sep%202018%2009:32:47%20GMT	https://hub.spigotmc.org/javadocs/bukkit/org/bukkit/event/vehicle/package-summary.html	D:/jdocs/javadocs/hub.spigotmc.org/javadocs/bukkit/org/bukkit/event/vehicle/package-summary.html	(from https://hub.spigotmc.org/javadocs/bukkit/overview-summary.html)
19:04:48	22915/22915	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Sep%202018%2009:32:47%20GMT	https://hub.spigotmc.org/javadocs/bukkit/org/bukkit/entity/Vehicle.html	D:/jdocs/javadocs/hub.spigotmc.org/javadocs/bukkit/org/bukkit/entity/Vehicle.html	(from https://hub.spigotmc.org/javadocs/bukkit/overview-summary.html)
19:04:48	7043/7043	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Sep%202018%2009:32:47%20GMT	https://hub.spigotmc.org/javadocs/bukkit/org/bukkit/event/weather/package-summary.html	D:/jdocs/javadocs/hub.spigotmc.org/javadocs/bukkit/org/bukkit/event/weather/package-summary.html	(from https://hub.spigotmc.org/javadocs/bukkit/overview-summary.html)
19:04:48	10105/10105	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Sep%202018%2009:32:47%20GMT	https://hub.spigotmc.org/javadocs/bukkit/org/bukkit/event/world/package-summary.html	D:/jdocs/javadocs/hub.spigotmc.org/javadocs/bukkit/org/bukkit/event/world/package-summary.html	(from https://hub.spigotmc.org/javadocs/bukkit/overview-summary.html)
19:04:48	7389/7389	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Sep%202018%2009:32:47%20GMT	https://hub.spigotmc.org/javadocs/bukkit/org/bukkit/generator/package-summary.html	D:/jdocs/javadocs/hub.spigotmc.org/javadocs/bukkit/org/bukkit/generator/package-summary.html	(from https://hub.spigotmc.org/javadocs/bukkit/overview-summary.html)
19:04:48	8450/8450	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Sep%202018%2009:32:47%20GMT	https://hub.spigotmc.org/javadocs/bukkit/org/bukkit/help/package-summary.html	D:/jdocs/javadocs/hub.spigotmc.org/javadocs/bukkit/org/bukkit/help/package-summary.html	(from https://hub.spigotmc.org/javadocs/bukkit/overview-summary.html)
19:04:49	15200/15200	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Sep%202018%2009:32:47%20GMT	https://hub.spigotmc.org/javadocs/bukkit/org/bukkit/inventory/package-summary.html	D:/jdocs/javadocs/hub.spigotmc.org/javadocs/bukkit/org/bukkit/inventory/package-summary.html	(from https://hub.spigotmc.org/javadocs/bukkit/overview-summary.html)
19:04:49	11972/11972	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Sep%202018%2009:32:47%20GMT	https://hub.spigotmc.org/javadocs/bukkit/org/bukkit/inventory/meta/package-summary.html	D:/jdocs/javadocs/hub.spigotmc.org/javadocs/bukkit/org/bukkit/inventory/meta/package-summary.html	(from https://hub.spigotmc.org/javadocs/bukkit/overview-summary.html)
19:04:49	8291/8291	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Sep%202018%2009:32:47%20GMT	https://hub.spigotmc.org/javadocs/bukkit/org/bukkit/loot/package-summary.html	D:/jdocs/javadocs/hub.spigotmc.org/javadocs/bukkit/org/bukkit/loot/package-summary.html	(from https://hub.spigotmc.org/javadocs/bukkit/overview-summary.html)
19:04:49	9385/9385	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Sep%202018%2009:32:47%20GMT	https://hub.spigotmc.org/javadocs/bukkit/org/bukkit/map/package-summary.html	D:/jdocs/javadocs/hub.spigotmc.org/javadocs/bukkit/org/bukkit/map/package-summary.html	(from https://hub.spigotmc.org/javadocs/bukkit/overview-summary.html)
19:04:50	751724/751724	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Sep%202018%2009:32:47%20GMT	https://hub.spigotmc.org/javadocs/bukkit/org/bukkit/Material.html	D:/jdocs/javadocs/hub.spigotmc.org/javadocs/bukkit/org/bukkit/Material.html	(from https://hub.spigotmc.org/javadocs/bukkit/overview-summary.html)
19:04:50	24229/24229	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Sep%202018%2009:32:47%20GMT	https://hub.spigotmc.org/javadocs/bukkit/org/bukkit/material/package-summary.html	D:/jdocs/javadocs/hub.spigotmc.org/javadocs/bukkit/org/bukkit/material/package-summary.html	(from https://hub.spigotmc.org/javadocs/bukkit/overview-summary.html)
19:04:50	5978/5978	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Sep%202018%2009:32:47%20GMT	https://hub.spigotmc.org/javadocs/bukkit/org/bukkit/material/types/package-summary.html	D:/jdocs/javadocs/hub.spigotmc.org/javadocs/bukkit/org/bukkit/material/types/package-summary.html	(from https://hub.spigotmc.org/javadocs/bukkit/overview-summary.html)
19:04:50	10094/10094	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Sep%202018%2009:32:47%20GMT	https://hub.spigotmc.org/javadocs/bukkit/org/bukkit/metadata/package-summary.html	D:/jdocs/javadocs/hub.spigotmc.org/javadocs/bukkit/org/bukkit/metadata/package-summary.html	(from https://hub.spigotmc.org/javadocs/bukkit/overview-summary.html)
19:04:50	9643/9643	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Sep%202018%2009:32:47%20GMT	https://hub.spigotmc.org/javadocs/bukkit/org/bukkit/permissions/package-summary.html	D:/jdocs/javadocs/hub.spigotmc.org/javadocs/bukkit/org/bukkit/permissions/package-summary.html	(from https://hub.spigotmc.org/javadocs/bukkit/overview-summary.html)
19:04:51	6457/6457	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Sep%202018%2009:32:47%20GMT	https://hub.spigotmc.org/javadocs/bukkit/org/bukkit/plugin/java/package-summary.html	D:/jdocs/javadocs/hub.spigotmc.org/javadocs/bukkit/org/bukkit/plugin/java/package-summary.html	(from https://hub.spigotmc.org/javadocs/bukkit/overview-summary.html)
